1.	0.3106	0.8142	0.4656	0.1535	0.3957	0.2662	0.092	0.2328	0.024800000000000003	-0.0194	0.0012000000000000001
0.3106	1.	0.5066	0.15430000000000002	0.5341	0.26990000000000003	0.026500000000000003	0.2934	0.1165	-0.0786	0.0023	-0.037700000000000004
0.8142	0.5066	1.	0.374	0.2564	0.5118	0.1718	0.1313	0.2667	0.0024000000000000002	-0.019200000000000002	-0.011300000000000001
0.4656	0.15430000000000002	0.374	1.	0.39930000000000004	0.8621000000000001	0.613	0.2421	0.546	0.0954	0.0313	0.0845
0.1535	0.5341	0.2564	0.39930000000000004	1.	0.5994	0.1711	0.6056	0.34090000000000004	-0.056600000000000004	-0.004	-0.030000000000000002
0.3957	0.26990000000000003	0.5118	0.8621000000000001	0.5994	1.	0.48310000000000003	0.3584	0.6288	0.051000000000000004	0.022600000000000002	0.0722
0.2662	0.026500000000000003	0.1718	0.613	0.1711	0.48310000000000003	1.	0.38880000000000003	0.8574	0.4257	0.19410000000000002	0.3919
0.092	0.2934	0.1313	0.2421	0.6056	0.3584	0.38880000000000003	1.	0.6015	0.115	0.38970000000000005	0.2156
0.2328	0.1165	0.2667	0.546	0.34090000000000004	0.6288	0.8574	0.6015	1.	0.3519	0.26230000000000003	0.4721
0.024800000000000003	-0.0786	0.0024000000000000002	0.0954	-0.056600000000000004	0.051000000000000004	0.4257	0.115	0.3519	1.	0.3306	0.8127000000000001
-0.0194	0.0023	-0.019200000000000002	0.0313	-0.004	0.022600000000000002	0.19410000000000002	0.38970000000000005	0.26230000000000003	0.3306	1.	0.5687
0.0012000000000000001	-0.037700000000000004	-0.011300000000000001	0.0845	-0.030000000000000002	0.0722	0.3919	0.2156	0.4721	0.8127000000000001	0.5687	1.
